title,year,type,hasBackup,insertDTTM,viewSource
Paycheck,2003,科幻,1,2013-07-16 22:23,
Journey 2: The Mysterious Island,2012,冒險,1,2013-07-16 22:23,
Case départ,2011,冒險,1,2013-07-16 22:22,
Walt Disney Home Entertainment series - Cinderella III: A Twist in Time,2007,動畫,1,2013-06-15 20:37,
Walt Disney Home Entertainment series - Cinderella II: Dreams Come True,2002,動畫,1,2013-06-15 20:36,
Walt Disney Animated Classics series #16 - Sleeping Beauty,1959,動畫,1,2013-05-16 23:42,
Walt Disney Animated Classics series #12 - Cinderella,1950,動畫,1,2013-05-16 23:40,
Walt Disney Animated Classics series #04 - Dumbo,1941,動畫,1,2013-05-16 23:39,
Walt Disney Animated Classics series #01 - Snow White and the Seven Dwarfs,1938,動畫,1,2013-05-16 23:38,
Walt Disney Animated Classics series #02 - Pinocchio,1940,動畫,1,2013-05-16 23:36,
Walt Disney Animated Classics series #13 - Alice in Wonderland,1951,動畫,1,2013-05-16 23:36,
My Awkward Sexual Adventure,2012,喜劇,1,2013-05-01 00:33,
The Host,2013,科幻,1,2013-04-27 01:43,
Las aventuras de Tadeo Jones (Tad),2012,動畫,1,2013-04-27 01:42,
Argo,2012,劇情,1,2013-04-27 01:42,
The Philadelphia Experiment,2012,科幻,1,2013-04-01 20:33,
Flight,2012,劇情,1,2013-02-19 22:42,
Hello Kitty Stump Village #13,2005,動畫,1,2013-02-17 22:00,
Hello Kitty Stump Village #09,2005,動畫,1,2013-02-17 22:00,
Hello Kitty Stump Village #12,2005,動畫,1,2013-02-17 22:00,
Hello Kitty Stump Village #05,2005,動畫,1,2013-02-17 22:00,
Hello Kitty Stump Village #06,2005,動畫,1,2013-02-17 22:00,
Hello Kitty Stump Village #04,2005,動畫,1,2013-02-17 22:00,
Sanrio 世界名作劇場 #11,2002,動畫,1,2013-02-17 10:09,
Sanrio 世界名作劇場 #08,2002,動畫,1,2013-02-17 10:09,
Starbuck,2011,喜劇,1,2013-02-12 21:11,
Melancholia,2011,災難,1,2013-02-12 21:11,
失戀33天（Love is Not Blind）,2011,愛情,1,2013-02-12 21:08,
寒戰（Cold War）,2012,警匪,1,2013-02-08 01:32,
Sennentuntschi: Curse of the Alps,2010,恐怖,1,2013-01-28 00:28,
Hysteria,2011,喜劇,1,2013-01-28 00:27,
The Smurfs,2011,動畫,1,2013-01-28 00:27,
Cars 2,2011,動畫,1,2013-01-28 00:27,
완벽한 파트너（完美搭檔）,2011,愛情,1,2013-01-28 00:24,
太平洋の奇跡 -フォックスと呼ばれた男-（Oba: The Last Samurai）,2011,戰爭,1,2013-01-28 00:22,
Deep End,1970,情色,1,2013-01-28 00:19,
The Girl Next Door,2004,劇情,1,2013-01-26 21:33,
竊聽風雲２（Overheard 2）,2011,警匪,1,2013-01-26 01:11,
竊聽風雲（Overheard）,2009,警匪,1,2013-01-26 01:11,
5 Days of War,2011,戰爭,1,2013-01-26 01:00,
1911（辛亥革命）,2011,戰爭,1,2013-01-26 01:00,
Chernobyl Diaries,2012,恐怖,1,2013-01-13 11:29,
The Lorax,2012,動畫,1,2013-01-12 14:46,
Comme un Chef（The Chef）,2012,劇情,1,2013-01-12 14:41,
Revelation Road 2: the sea of glass and fire,2013,劇情,0,2013-01-09 00:00,
Madagascar 3,2012,動畫,1,2013-01-01 11:19,
반칙왕（The Foul King）,2001,喜劇,0,2001-03-25 14:20,Cinema
미녀는 괴로워（醜女大翻身）,2007,喜劇,0,2007-05-27 12:20,Cinema
趙氏孤兒,2011,戰爭,0,2011-03-31 11:50,Cinema
瘋狂的石頭,2006,喜劇,0,2006-08-18 19:55,Cinema
無間道III：終極無間,2003,警匪,0,2003-12-21 12:30,Cinema
無間道,2002,警匪,0,2002-12-14 12:10,Cinema
奪命金,2011,懸疑,0,2011-10-15 22:00,Cinema
子ぎつねヘレン（Helen The Baby Fox）,2006,劇情,0,2006-07-21 19:40,Cinema
中華英雄,1999,動作,0,1999-07-21 19:20,Cinema
伊莎貝拉（Isabella）,2006,愛情,0,2006-04-23 19:55,Cinema
熊貓回家路,2009,愛情,0,2009-05-23 10:00,Cinema
夏日的麼麼茶（Summer Holiday）,2000,愛情,0,2000-08-18 21:45,Cinema
新宿事件,2009,警匪,0,2009-04-04 09:00,Cinema
生日快樂,2007,愛情,0,2007-01-27 20:00,Cinema
神奇俠侶,2011,愛情,0,2013-01-01 01:00,
日本沈没（Sinking of Japan）,2006,災難,0,2006-08-29 14:50,Cinema
拳神,2001,動作,0,2001-12-08 17:45,Cinema
南京！南京！,2009,戰爭,0,2009-05-16 19:15,Cinema
那些年  我們一起追的女孩,2011,愛情,0,2011-10-22 09:00,Cinema
墨攻,2006,戰爭,0,2006-11-23 11:35,Cinema
盲導犬クイールの一生（Quill）,2004,愛情,0,2004-08-07 20:00,Cinema
落葉歸根,2007,喜劇,0,2007-01-26 19:50,Cinema
硫黄島からの手紙（Letters from Iwo Jima）,2007,戰爭,0,2007-03-11 11:35,Cinema
花樣年華（In The Mood For Love）,2000,劇情,0,2000-10-07 19:55,Cinema
黑社會2之以和為貴（Election 2）,2006,警匪,0,2006-04-29 21:00,Cinema
黑社會（Election）,2005,警匪,0,2005-10-22 16:00,Cinema
跟蹤,2007,警匪,0,2007-06-23 10:30,Cinema
功夫,2005,動作,0,2005-01-15 22:20,Cinema
毒戰,2013,警匪,0,2013-01-01 01:00,
低俗喜劇,2012,喜劇,0,2013-01-01 01:00,
大丈夫２,2006,喜劇,0,2006-09-17 10:45,Cinema
大追捕,2012,警匪,0,2012-04-05 11:35,Cinema
打擂台,2011,動作,0,2013-01-01 01:00,
Yes! Man,2009,喜劇,0,2009-02-27 19:55,Cinema
Windtalkers,2002,戰爭,0,2002-07-06 21:45,Cinema
What Lies Beneath,2000,懸疑,0,2000-09-09 21:35,Cinema
What Happens in Vegas,2008,愛情,0,2008-05-17 21:40,Cinema
War of the Worlds,2005,災難,0,2005-07-15 21:40,Cinema
WALL．E,2008,動畫,0,2008-08-16 09:55,Cinema
Up,2009,動畫,0,2009-08-08 09:30,Cinema
Upside Down,2012,懸疑,0,2012-10-05 21:55,Cinema
U-571,2000,戰爭,0,2000-06-30 20:20,Cinema
Troy,2004,戰爭,0,2004-06-19 09:30,Cinema
Traffic,2001,劇情,0,2001-03-24 18:00,Cinema
Toy Story 3,2010,動畫,0,2010-08-14 12:30,Cinema
Total Recall,2012,科幻,0,2013-01-01 01:00,
Titanic,1997,紀錄,0,1997-12-23 19:15,Cinema
The Time Machine,2002,科幻,0,2002-04-01 19:50,Cinema
The Reaping,2007,災難,0,2007-04-06 19:55,Cinema
The Rock,1996,動作,0,1996-08-25 17:00,Cinema
The Pursuit Of Happyness,2007,劇情,0,2007-04-04 21:35,Cinema
The Purge,2013,恐怖,0,2013-01-01 01:00,
The Prince of Egypt,1998,動畫,0,1998-12-29 19:45,Cinema
The Passion of The Christ,2004,紀錄,0,2004-04-10 19:30,Cinema
The Omen,2006,恐怖,0,2006-06-06 20:15,Cinema
The Lord of The Ring,2002,魔幻,0,2002-02-02 15:15,Cinema
The Invasion,2007,恐怖,0,2007-08-25 18:05,Cinema
The Island,2005,懸疑,0,2005-07-28 19:20,Cinema
MCU - The Incredible Hulk,2008,動作,0,2013-01-01 01:00,
The Imaginarium Of Doctor Parnassus,2010,劇情,0,2010-01-24 14:40,Cinema
The Hangover,2009,喜劇,0,2013-01-01 01:00,
The Fifth Element,1997,災難,0,1997-06-17 14:05,Cinema
The Counterfeiters,2008,劇情,0,2008-06-08 16:35,Cinema
The Cell,2000,恐怖,0,2000-10-28 18:10,Cinema
The Bug's Life,1998,動畫,0,1998-12-29 14:10,Cinema
The Bone Collector,2000,懸疑,0,2000-01-07 14:10,Cinema
MCU - Avengers 1: The Avengers,2012,動作,0,2013-01-01 01:00,
Terminator 3: Rise of the Machines,2003,科幻,0,2003-07-12 17:25,Cinema
Ted,2012,喜劇,0,2012-10-06 10:10,Cinema
Superhero Movie,2008,喜劇,0,2008-06-29 14:40,Cinema
Superman Returns,2006,動作,0,2006-07-18 21:45,Cinema
Step Up 2: The Streets,2008,劇情,0,2008-04-06 19:50,Cinema
Star Wars 1: The Phantom Menace,1999,科幻,0,1999-07-01 12:00,Cinema
Star Wars 2: Attack of the Clones,2002,科幻,0,2002-05-17 21:55,Cinema
Star Trek (#08) First Contact,1997,科幻,0,1997-02-14 21:45,Cinema
Shrek 3,2007,動畫,0,2007-06-30 11:15,Cinema
Shrek Forever After,2010,動畫,0,2010-07-01 09:40,Cinema
Scary Movie 2,2001,恐怖,0,2001-09-15 17:55,Cinema
Seabiscuit,2003,劇情,0,2003-10-26 15:40,Cinema
Saving Private Ryan,1998,戰爭,0,1998-09-22 21:20,Cinema
Rommel,2012,戰爭,0,2013-01-01 01:00,
Road Trip,2000,喜劇,0,2000-10-31 20:00,Cinema
Ratatouille,2007,動畫,0,2007-08-11 09:10,Cinema
Puss In Boots,2012,動畫,0,2012-02-04 09:30,Cinema
PI,2012,劇情,0,2013-01-01 01:00,
Persepolis,2007,動畫,0,2007-12-15 21:55,Cinema
Olympus Has Fallen,2013,動作,0,2013-01-01 01:00,
Oblivion,2013,科幻,0,2013-01-01 01:00,
Notting Hill,1999,愛情,0,1999-06-19 16:05,Cinema
North Face,2011,劇情,0,2013-01-01 01:00,
Mr Bean's Holiday,2007,喜劇,0,2007-04-22 16:30,Cinema
Mirror Mirror,2012,魔幻,0,2012-04-05 21:40,Cinema
Minority Report,2002,科幻,0,2002-07-06 15:45,Cinema
Merry Christmas,2005,戰爭,0,2005-12-24 23:50,Cinema
Men of Honor,2000,劇情,0,2000-11-18 21:40,Cinema
Matrix Revolutions,2003,科幻,0,2003-11-08 20:00,Cinema
Matrix Reloaded,2003,科幻,0,2003-05-24 21:40,Cinema
Mamma Mia,2008,愛情,0,2008-09-15 15:45,Cinema
Madagascar 2,2008,動畫,0,2008-12-20 10:45,Cinema
Madagascar,2005,動畫,0,2013-01-01 01:00,
Looper,2012,科幻,0,2012-10-03 15:40,Cinema
Ladder 49,2004,劇情,0,2004-10-29 19:15,Cinema
Knowing,2009,災難,0,2009-04-25 10:25,Cinema
Juno,2008,愛情,0,2008-03-09 19:55,Cinema
MCU - Iron Man 3,2013,動作,0,2013-05-06 16:20,Cinema
MCU - Iron Man,2008,動作,0,2013-01-01 01:00,
MCU - Iron Man 2,2010,動作,0,2013-01-01 01:00,
Inception,2010,懸疑,0,2010-07-30 09:40,Cinema
Ice Age 3,2009,動畫,0,2013-01-01 01:00,
Ice Age 4,2012,動畫,0,2012-07-07 09:00,Cinema
How To Train Your Dragon,2010,動畫,0,2010-04-01 09:30,Cinema
Horton Hears,2008,動畫,0,2008-03-24 12:10,Cinema
Harry Potter,2001,魔幻,0,2001-12-31 12:45,Cinema
Happily Never After,2007,動畫,0,2007-04-05 17:40,Cinema
Hancock,2008,動作,0,2008-07-19 11:40,Cinema
Hannibal,2001,恐怖,0,2001-03-10 19:15,Cinema
Gulliver's Travel,2010,冒險,0,2010-12-25 09:50,Cinema
Ghost Ship,2002,恐怖,0,2002-11-02 21:30,Cinema
Frequency,2000,科幻,0,2000-10-21 19:20,Cinema
Flags of Our Fathers,2007,戰爭,0,2007-01-13 21:40,Cinema
Face Off,1997,警匪,0,1997-08-26 19:30,Cinema
Existenz,1999,恐怖,0,1999-11-04 17:30,Cinema
Enchanted,2008,魔幻,0,2008-02-23 20:05,Cinema
Eat Pray Love,2010,愛情,0,2010-10-19 11:30,Cinema
Dracula 2001,2001,恐怖,0,2001-03-31 17:55,Cinema
Despicable Me 2,2013,動畫,0,2013-07-10 20:30,Cinema
Despicable Me,2010,動畫,0,2010-08-07 10:10,Cinema
Deep Impact,1998,災難,0,1998-06-04 16:00,Cinema
Death Note,2006,懸疑,0,2006-08-12 17:00,Cinema
Death Note: The Last Name,2006,懸疑,0,2006-11-03 11:30,Cinema
Daredevil,2003,動作,0,2003-03-01 16:00,Cinema
Das Leben der Anderen（The Lives of Others）,2007,紀錄,0,2007-02-11 19:15,Cinema
Constantine,2005,科幻,0,2005-02-15 17:00,Cinema
Cloud Atlas,2012,科幻,0,2013-01-01 01:00,
Click,2006,喜劇,0,2006-09-19 21:40,Cinema
Cherry Falls,2000,恐怖,0,2000-10-14 21:15,Cinema
Charlie Wilson's War,2008,紀錄,0,2008-03-22 16:05,Cinema
Cast Away,2000,冒險,0,2000-02-20 19:30,Cinema
Catch Me If You Can,2003,警匪,0,2003-02-08 16:35,Cinema
Cars,2006,動畫,0,2006-07-26 19:30,Cinema
MCU - Captain America 1: The First Avenger,2011,動作,0,2013-01-01 01:00,
Bring It On,2000,喜劇,0,2000-11-12 17:55,Cinema
Brokeback Mountain,2006,情色,0,2006-03-05 16:50,Cinema
Black Swan,2010,劇情,0,2013-01-01 01:00,
Blood Diamond,2006,警匪,0,2006-01-28 19:10,Cinema
Black Book,2007,戰爭,0,2007-06-05 19:00,Cinema
Black Hawn Down,2002,戰爭,0,2002-01-26 17:30,Cinema
Bedazzled,2000,喜劇,0,2000-12-06 16:10,Cinema
Battle Royale,2001,恐怖,0,2001-01-20 17:20,Cinema
Avatar,2009,科幻,0,2009-12-26 10:00,Cinema
Apocalypto,2007,科幻,0,2007-03-29 16:35,Cinema
Anna and the King,1999,傳記,0,2013-01-01 01:00,
Analyze This,1999,喜劇,0,1999-06-28 13:50,Cinema
American Reunion,2012,喜劇,0,2013-01-01 01:00,
A Good Day to Die Hard,2013,警匪,0,2013-01-01 01:00,
After Earth,2013,科幻,0,2013-06-14 16:20,Cinema
Admission,2013,愛情,0,2013-01-01 01:00,
A Christmas Carol,2009,劇情,0,2009-11-28 09:50,Cinema
A.I. Artificial Intelligence,2001,科幻,0,2001-08-25 16:10,Cinema
300,2007,戰爭,0,2007-03-17 20:05,Cinema
28 Days Later,2003,災難,0,2003-11-15 19:50,Cinema
2012,2009,災難,0,2009-11-17 10:30,Cinema
1942,2012,戰爭,0,2013-01-01 01:00,
15 Minutes,2001,警匪,0,2000-04-07 19:30,Cinema
100 Degrees Below Zero,2013,災難,0,2013-01-01 01:00,
MCU - Thor,2011,動作,1,2012-01-14 16:20,
Super 8,2011,科幻,1,2012-01-14 16:19,
Apollo 18,2011,科幻,1,2012-01-14 16:19,
Another Earth,2011,科幻,1,2012-01-14 16:19,
猛男滾死隊,2011,喜劇,1,2011-10-23 23:12,
The Adjustment Bureau,2011,科幻,1,2011-10-23 23:12,
Source Code,2011,科幻,1,2011-10-23 23:12,
Rio,2011,動畫,1,2011-10-23 23:12,
Passengers,2008,懸疑,1,2011-10-23 23:12,
ヌードの夜／愛は惜しみなく奪う（A Night in Nude Salvation）,2010,情色,1,2011-05-07 14:34,
EuroTrip,2004,喜劇,1,2011-05-07 14:34,
No Strings Attached,2011,愛情,1,2011-05-07 14:34,
The Cave,2005,冒險,1,2011-05-07 14:34,
綫人（The Stool Pigeon）,2010,警匪,1,2011-05-07 14:34,
狄仁傑之通天帝國（Detective Dee and the Mystery of the Phantom Flame）,2010,劇情,1,2011-05-07 14:34,
時をかける少女（穿越時空的少女）,2010,科幻,1,2011-04-27 00:52,
大人物,2011,喜劇,1,2011-04-27 00:52,
평양성（The City of Pyeongyang）,2010,喜劇,1,2011-04-27 00:52,
La Belle endormie（The Sleeping Beauty）,2010,劇情,1,2011-04-27 00:51,
性欲の機械（Himo no Hiroshi）,2005,情色,1,2011-04-27 00:50,
072戦隊Gレンジャー（G-Rangers）,2010,情色,1,2011-04-27 00:50,
The Eagle,2011,戰爭,1,2011-04-16 16:45,
Battle: Los Angeles,2011,災難,1,2011-04-16 16:45,
Hereafter,2010,魔幻,1,2011-04-16 16:40,
तेरे बिन लादेन（Tere Bin Laden）,2010,喜劇,1,2011-03-30 14:49,
Middle Men,2009,喜劇,1,2011-03-30 14:49,
Ancient Aliens（Season One）,2009,電視,1,2011-03-30 14:48,
The King's Speech,2010,劇情,1,2011-03-21 23:13,
Sanctum,2011,冒險,1,2011-03-21 23:13,
Kalamity,2010,懸疑,1,2011-03-21 23:13,
Kaboom,2010,喜劇,1,2011-03-21 23:12,
Discovery Channel - The Battle Of Chernobyl,2006,紀錄,1,2011-03-21 23:11,
थ्री इडीयट्स（3 Idiots）,2009,喜劇,1,2011-03-18 20:36,
127 Hours,2010,傳記,1,2011-03-18 20:36,
페스티발（Festival）,1996,劇情,1,2011-03-18 20:35,
Yogi Bear,2010,動畫,1,2011-03-18 20:35,
오감도（五感圖）,2009,愛情,1,2011-03-18 20:34,
讓子彈飛（Let The Bullets Fly）,2010,懸疑,1,2011-03-01 23:31,
Stonehenge Apocalypse,2010,科幻,1,2011-03-01 23:31,
Arctic Blast,2010,災難,1,2011-03-01 23:30,
大笑江湖（Just Call Me Nobody）,2010,喜劇,1,2011-03-01 23:30,
魔俠傳之唐吉可德,2010,懸疑,1,2011-02-03 10:12,
三槍拍案驚奇,2009,懸疑,1,2011-02-03 10:12,
Winter in Wartime（Oorlogswinter）,2008,戰爭,1,2011-02-03 10:12,
Stranded（Djinns）,2010,戰爭,1,2011-02-03 10:12,
Lebanon,2009,戰爭,1,2011-02-03 10:11,
Devil,2010,恐怖,1,2011-02-03 10:08,
赤裸武器,2002,劇情,1,2011-01-06 21:47,
囡囡,2010,劇情,1,2011-01-06 21:47,
Serie Galante,2005,情色,1,2011-01-06 21:46,
From Time To Time,2009,科幻,1,2011-01-06 21:46,
Altitude,2010,懸疑,1,2011-01-06 21:45,
The Social Network,2010,紀錄,1,2010-12-20 00:04,
Skyline,2010,科幻,1,2010-12-20 00:04,
Shuttler Island,2010,懸疑,1,2010-12-20 00:04,
美麗密令,2010,喜劇,1,2010-12-11 22:36,
月滿軒尼詩,2010,愛情,1,2010-12-11 22:36,
Its Complicated,2009,喜劇,1,2010-12-11 14:19,
Sex and The City,2008,愛情,1,2010-12-11 14:19,
9 To 5 Days In Porn,2010,情色,1,2010-11-18 18:42,
Sex And Lucia（Lucía y el sexo）,2001,情色,1,2010-11-18 18:42,
Room In Rome,2010,情色,1,2010-11-18 18:42,
HBO - The Pacific,2010,電視,1,2010-11-12 23:03,
Hot Tub Time Machine,2010,喜劇,1,2010-11-12 23:03,
Tales of an Ancient Empire,2010,情色,1,2010-11-12 23:03,
Nina Hartley's Guide To Great Sex During Pregnancy,2008,指南,1,2010-06-13 22:09,
A Girl's Guide To 21st Century Sex - 8 Chapters,2009,指南,1,2010-06-13 22:09,
Fire In Her Bed,2009,情色,1,2010-06-13 22:09,
The Girlfriend Experience,2009,劇情,1,2010-06-12 11:45,
Yatterman,2009,喜劇,1,2010-06-12 11:45,
Virtuality,2009,科幻,1,2010-06-12 11:44,
Bride Wars,2009,劇情,1,2010-06-12 11:41,
Eloises Lover,2009,情色,1,2010-06-12 11:41,
Women in Trouble,2009,劇情,1,2010-06-11 12:16,
Monster Ark,2008,魔幻,1,2010-06-11 12:15,
Mentiras Y Gordas（Sex  Party and Lies）,2009,情色,1,2010-06-11 12:15,
72家租客,2010,喜劇,1,2010-06-11 12:14,
해운대（海雲台）,2009,災難,1,2010-04-29 22:31,
Legion,2010,魔幻,1,2010-04-29 22:31,
백야행（白夜行）,2009,劇情,1,2010-04-29 22:31,
내여자의남자친구（我女友的男朋友）,2007,情色,1,2010-04-29 22:07,
十月圍城（Bodyguards and Assassins）,2010,動作,1,2010-04-18 00:00,
大兵小將（Little Big Soldier）,2010,戰爭,1,2010-04-17 23:51,
칼잡이오수정（豬兜王子復仇記）,2009,電視,1,2010-04-06 18:44,
Le Intoccabili （Some Like It Hard）,2005,情色,1,2010-04-06 18:40,
Terminator 4: Salvation,2009,科幻,1,2010-04-06 18:38,
The Princess and the Frog,2009,動畫,1,2010-04-06 18:37,
由利亚百：泛用人型少女﹐百式（由莉亞100式）,2009,情色,1,2010-03-21 13:56,
處女的關係2,2009,情色,1,2010-03-21 13:56,
旺角監獄（To Live and Die in Mongkok）,2009,警匪,1,2010-03-02 00:35,
再生號（Written by）,2009,懸疑,1,2010-03-02 00:35,
機動部隊 - 伙伴（Tactical Unit - Partners）,2009,警匪,1,2010-01-21 23:48,
機動部隊 - 絕路（Tactical Unit - No Way Out）,2009,警匪,1,2010-01-21 23:48,
機動部隊 - 人性（Tactical Unit - Human Nature）,2009,警匪,1,2010-01-21 23:48,
機動部隊 - 警例（Tactical Unit - The Code）,2009,警匪,1,2010-01-21 23:46,
機動部隊 - 同袍（Tactical Unit - Comrades In Arms）,2009,警匪,1,2010-01-21 23:46,
Choke,2008,情色,1,2010-01-21 20:27,
頤和園,2006,愛情,1,2010-01-21 20:27,
The Time Traveler's Wife,2009,科幻,1,2010-01-17 12:48,
天水圍的日與夜,2008,劇情,1,2010-01-09 22:56,
The Last Temptation Of Christ,1988,劇情,1,2010-01-09 22:56,
Madagascar: Merry Madagascar,2009,動畫,1,2010-01-09 18:38,
Cloudy with a Chance of Meatballs,2009,動畫,1,2010-01-09 18:37,
21 Grams,2003,劇情,1,2009-12-31 00:36,
Nine Miles Down,2009,恐怖,1,2009-12-27 21:18,
Anonyma - Eine Frau in Berlin,2008,戰爭,1,2009-12-13 00:01,
Teeth,2007,情色,1,2009-12-12 01:04,
Shortbus,2007,情色,1,2009-12-06 22:10,
Baise Moi (Rape Me),2000,情色,1,2009-11-14 00:56,
Caligula,1979,情色,1,2009-11-14 00:56,
Diario de una ninfómana (Diary of A Sex Addict),2008,情色,1,2009-11-07 13:05,
태극기　휘날리며（太極旗飄揚．生死有情）,2004,戰爭,1,2009-10-25 01:00,
마파도（Mapado  麻婆島）,2005,喜劇,1,2009-10-25 01:00,
頭文字 D（Initial D）,2005,劇情,1,2009-10-25 01:00,
門徒（Protege）,2007,劇情,1,2009-10-25 01:00,
長江７號（CJ7）,2008,劇情,1,2009-10-25 01:00,
豐胸秘CUP（Beauty and the Breast）,2002,喜劇,1,2009-10-25 01:00,
証人（The Beast Stalker）,2009,警匪,1,2009-10-25 01:00,
蘋果（Lost In Beijing）,2007,情色,1,2009-10-25 01:00,
滿城盡帶黃金甲（Curse of the Golden Flower）,2006,劇情,1,2009-10-25 01:00,
東京審判（The Tokyo Trial）,2006,紀錄,1,2009-10-25 01:00,
戦国自衛隊1549（Sengoku jieitai 1549）,2005,科幻,1,2009-10-25 01:00,
寶貝計劃（Rob B Hood）,2006,動作,1,2009-10-25 01:00,
ต้มยำกุ้ง（Tom Yum Goong  冬蔭功）,2005,動作,1,2009-10-25 01:00,
สตรีเหล็ก（The Iron Ladies  人妖打排球）,2000,喜劇,1,2009-10-25 01:00,
友情歲月．山雞故事（Those Were the Days）,2000,劇情,1,2009-10-25 01:00,
姨媽的後現代生活（The Postmodern Life of My Aunt）,2007,劇情,1,2009-10-25 01:00,
一碌蔗（Just One Look）,2002,喜劇,1,2009-10-25 01:00,
野．良犬（The Pye Dog）,2007,劇情,1,2009-10-25 01:00,
夜宴（The Banquet）,2006,劇情,1,2009-10-25 01:00,
崖の上のポニョ（崖上的波兒）,2008,動畫,1,2009-10-25 01:00,
兄弟（Brothers）,2007,警匪,1,2009-10-25 01:00,
童夢奇緣（Wait 'Til You're Older）,2005,劇情,1,2009-10-25 01:00,
投名狀（The Warlords）,2007,戰爭,1,2009-10-25 01:00,
太陽照常升起（The Sun Also Rises）,2007,劇情,1,2009-10-25 01:00,
太行山上（On the Mountain of Tai Hang）,2005,戰爭,1,2009-10-25 01:00,
瘦身男女（Love on a diet）,2001,劇情,1,2009-10-25 01:00,
神探（Mad Detective）,2007,警匪,1,2009-10-25 01:00,
神風1945,2007,戰爭,1,2009-10-25 01:00,
色．戒（Lust Caution）,2007,情色,1,2007-09-30 16:05,Cinema
人魚朵朵,2008,愛情,1,2009-10-25 01:00,
男たちの大和（Yamato）,2005,戰爭,1,2009-10-25 01:00,
奇謀妙計五福星（Winners and Sinners）,1983,喜劇,1,2009-10-25 01:00,
那山那人那狗（Postmen in the Mountains）,1999,劇情,1,2009-10-25 01:00,
落葉歸根（Getting Home）,2007,劇情,1,2009-10-25 01:00,
恋は舞い降りた（三天兩夜）,1997,愛情,1,2009-10-25 01:00,
拉貝日記（John Rabe）,2009,紀錄,1,2009-10-25 01:00,
老港正傳（Mr. Cinema）,2007,劇情,1,2009-10-25 01:00,
精裝追女仔（The Romancing Star）,1987,喜劇,1,2009-10-25 01:00,
家有囍事2009（All's Well  Ends Well 2009）,2009,喜劇,1,2009-10-25 01:00,
江湖 （Jiang Hu）,2004,劇情,1,2009-10-25 01:00,
集結號（Assembly）,2007,戰爭,1,2009-10-25 01:00,
回魂夜（Out of the Dark）,1995,喜劇,1,2009-10-25 01:00,
功夫（Kung Fu Hustle）,2004,動作,1,2009-10-25 01:00,
海角七號（Cape No. 7）,2008,劇情,1,2009-10-25 01:00,
返老還童（Forever Young）,1989,喜劇,1,2009-10-25 01:00,
父子（After This Our Exile）,2006,劇情,1,2009-10-25 01:00,
出埃及記（Exodus）,2007,劇情,1,2009-10-25 01:00,
春光乍洩（Happy Together）,1997,愛情,1,2009-10-25 01:00,
赤壁２：決戰天下（Red Cliff）,2009,戰爭,1,2009-10-25 01:00,
不能說的．秘密（Secret）,2007,愛情,1,2009-10-25 01:00,
赤壁（Red Cliff）,2008,戰爭,1,2009-10-25 01:00,
暴劫傾情（Scarred Memory）,1996,劇情,1,2009-10-25 01:00,
笨小孩（Crying Heart）,1999,劇情,1,2009-10-25 01:00,
暗戰２（Running Out of Time 2）,2001,警匪,1,2009-10-25 01:00,
阿虎（A Fighter's Blues）,2000,動作,1,2000-12-26 16:05,Cinema
あらしのよるに（狼羊物語）,2005,動畫,1,2009-10-25 01:00,
Zack and Miri Make a Porno,2009,情色,1,2009-10-25 01:00,
White Noise,2005,懸疑,1,2009-10-25 01:00,
WHITEOUT．ホワイトアウト（雪茫危機）,2000,懸疑,1,2009-10-25 01:00,
War of the Worlds 2 : The Next Wave,2008,災難,1,2009-10-25 01:00,
Valkyrie,2008,紀錄,1,2009-10-25 01:00,
Transmorphers,2007,科幻,1,2009-10-25 01:00,
Toy Story,1995,動畫,1,2009-10-25 01:00,
Timeline,2003,科幻,1,2009-10-25 01:00,
Timecop,1994,科幻,1,2009-10-25 01:00,
The Running Man,1987,科幻,1,2009-10-25 01:00,
The Number 23,2007,懸疑,1,2009-10-25 01:00,
The Mummy: Tomb Of the Dragon,2008,冒險,1,2009-10-25 01:00,
The Mummy Returns,2001,冒險,1,2001-06-16 17:00,Cinema
The Mummy,1999,冒險,1,1999-07-24 16:10,Cinema
The Man from Earth,2007,科幻,1,2009-10-25 01:00,
The Lord of the Rings : The Two Towers,2002,魔幻,1,2009-10-25 01:00,
The Fountain,2007,愛情,1,2009-10-25 01:00,
The Day After Tomorrow,2004,災難,1,2004-05-29 19:15,Cinema
The Day The Earth Stood Still,2008,災難,1,2009-10-25 01:00,
The Da Vinci Code,2006,懸疑,1,2009-10-25 01:00,
The Core,2003,冒險,1,2009-10-25 01:00,
The Butterfly Effect 3 : Revelation,2009,懸疑,1,2009-10-25 01:00,
The Butterfly Effect,2004,懸疑,1,2009-10-25 01:00,
The Butterfly Effect 2,2006,懸疑,1,2009-10-25 01:00,
The Bucket List,2008,喜劇,1,2009-10-25 01:00,
Taking Lives,2004,恐怖,1,2009-10-25 01:00,
Supernova,2005,災難,1,2009-10-25 01:00,
Sunshine,2007,科幻,1,2009-10-25 01:00,
Spymate,2006,冒險,1,2009-10-25 01:00,
Slumdog Millionaire,2008,喜劇,1,2009-10-25 01:00,
Saints and Soldiers,2007,戰爭,1,2009-10-25 01:00,
Proof,2005,懸疑,1,2009-10-25 01:00,
Prison Break,2009,電視,1,2009-10-25 01:00,
Prison Break - The Final Break,2009,電視,1,2009-10-25 01:00,
Poseidon,2006,災難,1,2009-10-25 01:00,
Population 436,2006,恐怖,1,2009-10-25 01:00,
